Player,Team,RAA,Wins,EFscore,Salary,Value
R Bhatia,Kolkata Knight Riders,-80,-0.309,0.068,,386613.0
UT Yadav,Delhi Daredevils,-81,-0.312,0.08800000000000001,,383422.0
P Awana,Kings XI Punjab,-82,-0.317,0.075,60000.0,378104.0
AD Mathews,Pune Warriors,-83,-0.32,0.059000000000000004,950000.0,374913.0
R Dhawan,Mumbai Indians,-83,-0.321,0.019,,373849.0
SW Tait,Rajasthan Royals,-83,-0.321,0.009000000000000001,300000.0,373849.0
Gurkeerat Singh,Kings XI Punjab,-90,-0.34700000000000003,0.021,,346195.0
J Botha,Delhi Daredevils,-90,-0.34700000000000003,0.028999999999999998,950000.0,346195.0
GH Vihari,Sunrisers Hyderabad,-91,-0.354,0.061,,338750.0
S Nadeem,Delhi Daredevils,-93,-0.359,0.055,,333432.0
L Balaji,Kolkata Knight Riders,-95,-0.369,0.068,500000.0,322795.0
DT Christian,Royal Challengers Bangalore,-96,-0.373,0.003,900000.0,318541.0
M Muralitharan,Royal Challengers Bangalore,-100,-0.387,0.02,220000.0,303650.0
AB Dinda,Pune Warriors,-100,-0.38799999999999996,0.083,375000.0,302587.0
DJ Hussey,Kings XI Punjab,-101,-0.391,0.055,1400000.0,299396.0
AB Agarkar,Delhi Daredevils,-102,-0.39399999999999996,0.006,210000.0,296205.0
KC Sangakkara,Sunrisers Hyderabad,-102,-0.396,0.017,700000.0,294078.0
AD Russell,Delhi Daredevils,-104,-0.40399999999999997,0.003,450000.0,285569.0
MS Gony,Kings XI Punjab,-105,-0.40700000000000003,0.039,500000.0,282378.0
P Kumar,Kings XI Punjab,-110,-0.4270000000000001,0.081,800000.0,261106.0
JO Holder,Chennai Super Kings,-114,-0.44,0.017,20000.0,247279.0
SK Trivedi,Rajasthan Royals,-120,-0.466,0.067,,219625.0
R Sharma,Pune Warriors,-121,-0.46799999999999997,0.04,60000.0,217497.0
A Nehra,Delhi Daredevils,-133,-0.515,0.051,,167507.0
B Kumar,Pune Warriors,-144,-0.557,0.081,60000.0,122835.0
PP Chawla,Kings XI Punjab,-180,-0.6970000000000001,0.076,900000.0,-26071.0
IK Pathan,Delhi Daredevils,-183,-0.7070000000000001,0.095,1900000.0,-36708.0
M Morkel,Delhi Daredevils,-222,-0.858,0.049,475000.0,-197314.0
RV Uthappa,Kolkata Knight Riders,285,0.968,0.21,833000.0,1696711.0
MS Dhoni,Chennai Super Kings,229,0.779,0.14300000000000002,2083333.0,1466583.0
DA Warner,Sunrisers Hyderabad,218,0.742,0.16699999999999998,916000.0,1421532.0
SL Malinga,Mumbai Indians,209,0.711,0.152,1350000.0,1383786.0
VR Aaron,Royal Challengers Bangalore,208,0.7070000000000001,0.175,333000.0,1378916.0
MM Sharma,Chennai Super Kings,200,0.6809999999999999,0.171,333000.0,1347258.0
DA Miller,Kings XI Punjab,192,0.654,0.138,833333.0,1314383.0
LMP Simmons,Mumbai Indians,191,0.65,0.14,,1309512.0
B Kumar,Sunrisers Hyderabad,190,0.648,0.18100000000000002,708000.0,1307077.0
Sandeep Sharma,Kings XI Punjab,169,0.5760000000000001,0.145,141000.0,1219410.0
SP Narine,Kolkata Knight Riders,169,0.574,0.166,700000.0,1216974.0
Karanveer Singh,Kings XI Punjab,153,0.521,0.09699999999999999,16000.0,1152441.0
M Vohra,Kings XI Punjab,150,0.51,0.1,58333.0,1139048.0
DR Smith,Chennai Super Kings,135,0.45899999999999996,0.166,750000.0,1076950.0
RA Jadeja,Chennai Super Kings,103,0.349,0.172,916667.0,943013.0
BB McCullum,Chennai Super Kings,95,0.32299999999999995,0.128,541000.0,911355.0
A Nehra,Chennai Super Kings,86,0.294,0.06,333000.0,876045.0
AM Rahane,Rajasthan Royals,85,0.29,0.094,1333333.0,871174.0
AB de Villiers,Royal Challengers Bangalore,83,0.282,0.098,1583333.0,861434.0
SK Raina,Chennai Super Kings,81,0.276,0.155,1583333.0,854128.0
DJ Hussey,Chennai Super Kings,80,0.272,0.049,1400000.0,849257.0
WP Saha,Kings XI Punjab,79,0.26899999999999996,0.115,366000.0,845605.0
F du Plessis,Chennai Super Kings,78,0.264,0.08,791000.0,839517.0
RG Sharma,Mumbai Indians,77,0.263,0.12,1916667.0,838299.0
Shakib Al Hasan,Kolkata Knight Riders,70,0.239,0.14800000000000002,466000.0,809076.0
PP Chawla,Kolkata Knight Riders,67,0.22899999999999998,0.10300000000000001,708000.0,796900.0
S Gopal,Mumbai Indians,67,0.228,0.055999999999999994,16000.0,795683.0
S Dhawan,Sunrisers Hyderabad,66,0.22399999999999998,0.115,2083333.0,790812.0
KM Jadhav,Delhi Daredevils,64,0.21899999999999997,0.054000000000000006,333000.0,784724.0
NV Ojha,Sunrisers Hyderabad,63,0.214,0.07400000000000001,83000.0,778636.0
PV Tambe,Rajasthan Royals,56,0.18899999999999997,0.11699999999999999,16000.0,748196.0
Yuvraj Singh,Royal Challengers Bangalore,52,0.177,0.134,2333000.0,733585.0
KK Nair,Rajasthan Royals,48,0.16399999999999998,0.076,125000.0,717756.0
Ankit Sharma,Rajasthan Royals,47,0.161,0.049,,714103.0
R Dhawan,Kings XI Punjab,46,0.157,0.128,500000.0,709233.0
Imran Tahir,Delhi Daredevils,42,0.14400000000000002,0.07,,693404.0
JP Duminy,Delhi Daredevils,41,0.14,0.156,366000.0,688534.0
AR Patel,Kings XI Punjab,36,0.124,0.147,125000.0,669052.0
SPD Smith,Rajasthan Royals,33,0.113,0.044000000000000004,666000.0,655658.0
V Sehwag,Kings XI Punjab,32,0.11,0.122,533000.0,652005.0
NM Coulter-Nile,Delhi Daredevils,31,0.107,0.021,708000.0,648353.0
YK Pathan,Kolkata Knight Riders,32,0.107,0.07200000000000001,541000.0,648353.0
MK Pandey,Kolkata Knight Riders,31,0.10400000000000001,0.10099999999999999,283000.0,644700.0
AJ Finch,Sunrisers Hyderabad,27,0.092,0.08199999999999999,666000.0,630088.0
KW Richardson,Rajasthan Royals,25,0.087,0.057999999999999996,166000.0,624000.0
MG Johnson,Kings XI Punjab,26,0.087,0.145,1083000.0,624000.0
R Ashwin,Chennai Super Kings,26,0.087,0.128,1250000.0,624000.0
V Kohli,Royal Challengers Bangalore,21,0.071,0.084,2500000.0,604519.0
L Balaji,Kings XI Punjab,19,0.065,0.094,300000.0,597213.0
BJ Hodge,Rajasthan Royals,16,0.055999999999999994,0.028999999999999998,400000.0,586255.0
MA Starc,Royal Challengers Bangalore,16,0.055,0.13,833000.0,585037.0
SA Yadav,Kolkata Knight Riders,14,0.048,0.049,116000.0,576514.0
SE Marsh,Kings XI Punjab,14,0.046,0.023,366000.0,574079.0
KP Pietersen,Delhi Daredevils,12,0.040999999999999995,0.076,1500000.0,567991.0
CA Pujara,Kings XI Punjab,11,0.038,0.045,316000.0,564338.0
JO Holder,Sunrisers Hyderabad,11,0.038,0.013999999999999999,125000.0,564338.0
MK Tiwary,Delhi Daredevils,10,0.035,0.044000000000000004,466000.0,560685.0
DJ Bravo,Chennai Super Kings,8,0.027000000000000003,0.017,666667.0,550944.0
KV Sharma,Sunrisers Hyderabad,7,0.025,0.12,625000.0,548509.0
BCJ Cutting,Rajasthan Royals,6,0.021,0.01,133000.0,543638.0
DH Yagnik,Rajasthan Royals,4,0.013999999999999999,0.003,50000.0,535115.0
GJ Bailey,Kings XI Punjab,3,0.011000000000000001,0.06,541000.0,531462.0
M Manhas,Chennai Super Kings,3,0.01,0.009000000000000001,50000.0,530245.0
GJ Maxwell,Kings XI Punjab,2,0.008,0.133,1000000.0,527810.0
M Morkel,Kolkata Knight Riders,2,0.006999999999999999,0.098,466000.0,526592.0
CA Lynn,Kolkata Knight Riders,2,0.006,0.018000000000000002,216000.0,525374.0
VS Malik,Rajasthan Royals,1,0.004,0.009000000000000001,33000.0,522939.0
JW Hastings,Chennai Super Kings,0,0.001,0.008,83000.0,519286.0
SV Samson,Rajasthan Royals,0,-0.001,0.07200000000000001,,516851.0
M de Lange,Mumbai Indians,-1,-0.003,0.012,50000.0,514416.0
PJ Cummins,Kolkata Knight Riders,-1,-0.003,0.011000000000000001,,514416.0
Y Venugopal Rao,Sunrisers Hyderabad,-1,-0.005,0.022000000000000002,700000.0,511981.0
K Santokie,Mumbai Indians,-2,-0.008,0.022000000000000002,50000.0,508328.0
P Suyal,Mumbai Indians,-4,-0.013000000000000001,0.008,16000.0,502240.0
AT Rayudu,Mumbai Indians,-5,-0.018000000000000002,0.087,,496152.0
DS Kulkarni,Rajasthan Royals,-6,-0.02,0.064,183000.0,493717.0
M Muralitharan,Royal Challengers Bangalore,-8,-0.027999999999999997,0.031,166000.0,483976.0
R Tewatia,Rajasthan Royals,-13,-0.044000000000000004,0.022000000000000002,,464494.0
AM Nayar,Rajasthan Royals,-13,-0.045,0.015,166000.0,463277.0
BW Hilfenhaus,Chennai Super Kings,-14,-0.046,0.066,166000.0,462059.0
R Bhatia,Rajasthan Royals,-14,-0.047,0.091,283000.0,460841.0
I Sharma,Sunrisers Hyderabad,-14,-0.049,0.024,433000.0,458406.0
Q de Kock,Delhi Daredevils,-15,-0.051,0.04,583000.0,455971.0
MEK Hussey,Mumbai Indians,-16,-0.055999999999999994,0.054000000000000006,833000.0,449883.0
Iqbal Abdulla,Rajasthan Royals,-17,-0.057999999999999996,0.001,108000.0,447448.0
V Shankar,Chennai Super Kings,-19,-0.065,0.0,16000.0,438924.0
P Kumar,Mumbai Indians,-20,-0.067,0.024,800000.0,436489.0
Z Khan,Mumbai Indians,-20,-0.069,0.051,433000.0,434054.0
AN Ahmed,Royal Challengers Bangalore,-21,-0.073,0.028999999999999998,50000.0,429184.0
JP Faulkner,Rajasthan Royals,-23,-0.077,0.131,850000.0,424313.0
R Rampaul,Royal Challengers Bangalore,-23,-0.078,0.013000000000000001,150000.0,423096.0
CJ Anderson,Mumbai Indians,-25,-0.084,0.105,750000.0,415790.0
MS Bisla,Kolkata Knight Riders,-25,-0.086,0.0,100000.0,413355.0
S Anirudha,Sunrisers Hyderabad,-25,-0.086,0.001,33000.0,413355.0
JD Unadkat,Delhi Daredevils,-26,-0.087,0.073,466000.0,412137.0
LRPL Taylor,Delhi Daredevils,-26,-0.087,0.016,1000000.0,412137.0
UBT Chand,Rajasthan Royals,-26,-0.08900000000000001,0.001,108000.0,409702.0
VH Zol,Royal Challengers Bangalore,-27,-0.09300000000000001,0.008,50000.0,404831.0
MC Henriques,Sunrisers Hyderabad,-28,-0.094,0.022000000000000002,166000.0,403614.0
S Rana,Royal Challengers Bangalore,-28,-0.094,0.021,,403614.0
SR Watson,Rajasthan Royals,-30,-0.10099999999999999,0.10300000000000001,1300000.0,395091.0
KL Rahul,Sunrisers Hyderabad,-31,-0.106,0.039,166000.0,389003.0
HV Patel,Royal Challengers Bangalore,-33,-0.111,0.024,66000.0,382915.0
S Badree,Chennai Super Kings,-34,-0.114,0.02,50000.0,379262.0
BE Hendricks,Kings XI Punjab,-34,-0.11699999999999999,0.028999999999999998,300000.0,375609.0
R Sharma,Delhi Daredevils,-37,-0.125,0.005,316000.0,365868.0
YS Chahal,Royal Challengers Bangalore,-37,-0.125,0.08800000000000001,16000.0,365868.0
YV Takawale,Royal Challengers Bangalore,-37,-0.126,0.025,16000.0,364650.0
P Awana,Kings XI Punjab,-38,-0.128,0.054000000000000006,108000.0,362215.0
RN ten Doeschate,Kolkata Knight Riders,-39,-0.134,0.023,166000.0,354910.0
NJ Maddinson,Royal Challengers Bangalore,-40,-0.13699999999999998,0.003,83000.0,351257.0
SB Jakati,Royal Challengers Bangalore,-41,-0.139,0.001,33000.0,348822.0
JA Morkel,Royal Challengers Bangalore,-44,-0.149,0.043,400000.0,336646.0
BR Dunk,Mumbai Indians,-45,-0.152,0.009000000000000001,33000.0,332993.0
RR Rossouw,Royal Challengers Bangalore,-46,-0.155,0.01,,329340.0
R Shukla,Delhi Daredevils,-48,-0.163,0.018000000000000002,66000.0,319599.0
CM Gautam,Mumbai Indians,-48,-0.16399999999999998,0.032,33000.0,318381.0
PA Patel,Royal Challengers Bangalore,-49,-0.166,0.05,233000.0,315946.0
Parvez Rasool,Sunrisers Hyderabad,-52,-0.17600000000000002,0.006999999999999999,158000.0,303770.0
CH Gayle,Royal Challengers Bangalore,-58,-0.196,0.055,1400000.0,279418.0
G Gambhir,Kolkata Knight Riders,-60,-0.203,0.069,1666667.0,270895.0
Shivam Sharma,Kings XI Punjab,-60,-0.203,0.021,16000.0,270895.0
M Kartik,Kings XI Punjab,-62,-0.21,0.006999999999999999,400000.0,262372.0
S Kaul,Delhi Daredevils,-64,-0.217,0.017,75000.0,253848.0
KK Cooper,Rajasthan Royals,-65,-0.221,0.036000000000000004,,248978.0
Mandeep Singh,Kings XI Punjab,-66,-0.223,0.004,133000.0,246543.0
UT Yadav,Kolkata Knight Riders,-68,-0.23199999999999998,0.086,433000.0,235584.0
Harbhajan Singh,Mumbai Indians,-68,-0.233,0.094,1333333.0,234367.0
KD Karthik,Delhi Daredevils,-70,-0.237,0.077,2083000.0,229496.0
P Negi,Chennai Super Kings,-73,-0.248,0.003,16000.0,216103.0
AD Russell,Kolkata Knight Riders,-76,-0.259,0.008,100000.0,202709.0
WD Parnell,Delhi Daredevils,-82,-0.27899999999999997,0.05,166000.0,178357.0
IK Pathan,Sunrisers Hyderabad,-89,-0.302,0.047,400000.0,150352.0
M Vijay,Delhi Daredevils,-89,-0.302,0.053,833000.0,150352.0
JH Kallis,Kolkata Knight Riders,-89,-0.304,0.065,916000.0,147917.0
TG Southee,Rajasthan Royals,-95,-0.324,0.006999999999999999,200000.0,123565.0
AP Tare,Mumbai Indians,-99,-0.33799999999999997,0.024,266000.0,106518.0
JDS Neesham,Delhi Daredevils,-102,-0.348,0.016,166000.0,94342.0
LR Shukla,Delhi Daredevils,-106,-0.36200000000000004,0.016,250000.0,77296.0
STR Binny,Rajasthan Royals,-110,-0.375,0.046,,61467.0
MA Agarwal,Delhi Daredevils,-115,-0.39299999999999996,0.017,266000.0,39550.0
KA Pollard,Mumbai Indians,-119,-0.405,0.083,900000.0,24939.0
S Nadeem,Delhi Daredevils,-127,-0.4320000000000001,0.051,141000.0,-7937.0
DJG Sammy,Sunrisers Hyderabad,-130,-0.441,0.045,583000.0,-18895.0
A Mishra,Sunrisers Hyderabad,-133,-0.452,0.048,791000.0,-32289.0
AB Dinda,Royal Challengers Bangalore,-136,-0.46399999999999997,0.040999999999999995,250000.0,-46900.0
IC Pandey,Chennai Super Kings,-146,-0.496,0.05,250000.0,-85864.0
JJ Bumrah,Mumbai Indians,-149,-0.507,0.046,200000.0,-99257.0
DW Steyn,Sunrisers Hyderabad,-150,-0.512,0.09699999999999999,1200000.0,-105345.0
R Vinay Kumar,Kolkata Knight Riders,-157,-0.535,0.037000000000000005,466000.0,-133350.0
Mohammed Shami,Delhi Daredevils,-201,-0.684,0.055,708000.0,-314773.0
PP Ojha,Mumbai Indians,-277,-0.9440000000000001,0.037000000000000005,541000.0,-631351.0
AB de Villiers,Royal Challengers Bangalore,300,1.08,0.188,1583333.0,1689095.0
AM Rahane,Rajasthan Royals,274,0.986,0.18,1333333.0,1585393.0
DJ Bravo,Chennai Super Kings,251,0.9009999999999999,0.22699999999999998,666667.0,1491620.0
DA Warner,Sunrisers Hyderabad,243,0.8740000000000001,0.172,916000.0,1461833.0
MC Henriques,Sunrisers Hyderabad,242,0.871,0.201,166000.0,1458524.0
MA Starc,Royal Challengers Bangalore,241,0.867,0.16,833000.0,1454111.0
JP Duminy,Delhi Daredevils,240,0.862,0.185,366000.0,1448595.0
V Kohli,Royal Challengers Bangalore,229,0.8240000000000001,0.152,2500000.0,1406673.0
YS Chahal,Royal Challengers Bangalore,225,0.809,0.174,16000.0,1390125.0
LMP Simmons,Mumbai Indians,221,0.795,0.17600000000000002,,1374680.0
SL Malinga,Mumbai Indians,218,0.784,0.17600000000000002,1350000.0,1362544.0
AD Russell,Kolkata Knight Riders,204,0.7340000000000001,0.182,100000.0,1307384.0
CH Gayle,Royal Challengers Bangalore,185,0.664,0.163,1400000.0,1230159.0
KA Pollard,Mumbai Indians,124,0.446,0.14,900000.0,989659.0
A Nehra,Chennai Super Kings,123,0.44299999999999995,0.161,333000.0,986349.0
RG Sharma,Mumbai Indians,110,0.395,0.10400000000000001,1916667.0,933395.0
SS Tiwary,Delhi Daredevils,109,0.392,0.071,116000.0,930086.0
GB Hogg,Kolkata Knight Riders,104,0.375,0.081,83333.0,911331.0
MJ McClenaghan,Mumbai Indians,102,0.3670000000000001,0.142,50000.0,902505.0
CH Morris,Rajasthan Royals,100,0.36,0.126,233333.0,894783.0
D Wiese,Royal Challengers Bangalore,97,0.349,0.14400000000000002,466667.0,882648.0
SS Iyer,Delhi Daredevils,93,0.336,0.11699999999999999,433333.0,868306.0
BB McCullum,Chennai Super Kings,90,0.325,0.1,541000.0,856170.0
F du Plessis,Chennai Super Kings,88,0.315,0.10400000000000001,791000.0,845138.0
S Aravind,Royal Challengers Bangalore,83,0.297,0.065,,825281.0
YK Pathan,Kolkata Knight Riders,82,0.295,0.106,541000.0,823074.0
B Kumar,Sunrisers Hyderabad,81,0.29100000000000004,0.124,708000.0,818661.0
Imran Tahir,Delhi Daredevils,80,0.28800000000000003,0.095,,815352.0
HV Patel,Royal Challengers Bangalore,73,0.263,0.11599999999999999,66000.0,787771.0
IC Pandey,Chennai Super Kings,72,0.26,0.086,250000.0,784462.0
M Morkel,Kolkata Knight Riders,70,0.251,0.083,466000.0,774533.0
DA Miller,Kings XI Punjab,66,0.23600000000000002,0.096,833333.0,757985.0
MS Dhoni,Chennai Super Kings,53,0.191,0.096,2083333.0,708340.0
A Ashish Reddy,Sunrisers Hyderabad,51,0.182,0.039,33000.0,698411.0
PA Patel,Mumbai Indians,47,0.16699999999999998,0.087,233000.0,681863.0
SR Watson,Rajasthan Royals,44,0.158,0.161,1300000.0,671934.0
Q de Kock,Delhi Daredevils,42,0.152,0.033,583000.0,665315.0
AT Rayudu,Mumbai Indians,42,0.15,0.067,,663109.0
Z Khan,Delhi Daredevils,41,0.14800000000000002,0.06,666667.0,660902.0
RV Uthappa,Kolkata Knight Riders,40,0.14400000000000002,0.09300000000000001,833000.0,656489.0
DR Smith,Chennai Super Kings,36,0.131,0.109,750000.0,642148.0
DS Kulkarni,Rajasthan Royals,35,0.127,0.098,183000.0,637735.0
S Dhawan,Sunrisers Hyderabad,34,0.122,0.087,2083333.0,632219.0
JA Morkel,Delhi Daredevils,31,0.11199999999999999,0.054000000000000006,50000.0,621186.0
Bipul Sharma,Sunrisers Hyderabad,31,0.111,0.023,,620083.0
BE Hendricks,Kings XI Punjab,29,0.10400000000000001,0.036000000000000004,300000.0,612361.0
CJ Anderson,Mumbai Indians,28,0.1,0.042,750000.0,607948.0
NM Coulter-Nile,Delhi Daredevils,27,0.09699999999999999,0.106,708000.0,604638.0
J Yadav,Delhi Daredevils,24,0.087,0.022000000000000002,16000.0,593606.0
GJ Bailey,Kings XI Punjab,20,0.071,0.068,541000.0,575955.0
R Ashwin,Chennai Super Kings,19,0.069,0.087,1250000.0,573748.0
RS Bopara,Sunrisers Hyderabad,19,0.067,0.083,166667.0,571542.0
TA Boult,Sunrisers Hyderabad,17,0.062,0.071,633333.0,566026.0
MK Pandey,Kolkata Knight Riders,12,0.044000000000000004,0.06,283000.0,546168.0
M Vijay,Kings XI Punjab,10,0.037000000000000005,0.08,500000.0,538446.0
KL Rahul,Sunrisers Hyderabad,10,0.036000000000000004,0.036000000000000004,166000.0,537342.0
DJ Muthuswami,Delhi Daredevils,6,0.023,0.04,125000.0,523001.0
SN Khan,Royal Challengers Bangalore,5,0.017,0.02,83333.0,516381.0
KS Williamson,Sunrisers Hyderabad,4,0.016,0.009000000000000001,100000.0,515278.0
S Gopal,Mumbai Indians,5,0.016,0.01,16000.0,515278.0
MK Tiwary,Delhi Daredevils,4,0.013999999999999999,0.017,466000.0,513072.0
EJG Morgan,Sunrisers Hyderabad,1,0.003,0.043,250000.0,500936.0
SPD Smith,Rajasthan Royals,1,0.002,0.068,666000.0,499833.0
Harbhajan Singh,Mumbai Indians,0,0.0,0.129,1333333.0,497627.0
KC Cariappa,Kolkata Knight Riders,-1,-0.005,0.01,400000.0,492111.0
Mandeep Singh,Royal Challengers Bangalore,-3,-0.009000000000000001,0.037000000000000005,133000.0,487698.0
Parvez Rasool,Sunrisers Hyderabad,-2,-0.009000000000000001,0.009000000000000001,158000.0,487698.0
SN Thakur,Kings XI Punjab,-2,-0.009000000000000001,0.008,33000.0,487698.0
R Tewatia,Rajasthan Royals,-4,-0.016,0.004,,479975.0
SK Raina,Chennai Super Kings,-5,-0.019,0.11199999999999999,1583333.0,476666.0
J Theron,Rajasthan Royals,-10,-0.037000000000000005,0.006999999999999999,50000.0,456808.0
Sandeep Sharma,Kings XI Punjab,-11,-0.04,0.10099999999999999,141000.0,453498.0
MS Bisla,Royal Challengers Bangalore,-16,-0.057999999999999996,0.01,100000.0,433641.0
AR Patel,Kings XI Punjab,-16,-0.059000000000000004,0.14800000000000002,125000.0,432537.0
Shivam Sharma,Kings XI Punjab,-17,-0.063,0.003,16000.0,428125.0
G Gambhir,Kolkata Knight Riders,-19,-0.067,0.07400000000000001,1666667.0,423712.0
RN ten Doeschate,Kolkata Knight Riders,-22,-0.078,0.019,166000.0,411576.0
PP Chawla,Kolkata Knight Riders,-22,-0.079,0.086,708000.0,410473.0
CM Gautam,Delhi Daredevils,-23,-0.081,0.0,33333.0,408267.0
NJ Maddinson,Royal Challengers Bangalore,-23,-0.081,0.0,83000.0,408267.0
PP Ojha,Mumbai Indians,-23,-0.083,0.0,83333.0,406060.0
KM Jadhav,Delhi Daredevils,-24,-0.085,0.044000000000000004,333000.0,403854.0
M de Lange,Mumbai Indians,-24,-0.086,0.003,50000.0,402751.0
SE Marsh,Kings XI Punjab,-25,-0.091,0.015,366000.0,397235.0
Shakib Al Hasan,Kolkata Knight Riders,-28,-0.1,0.032,466000.0,387306.0
B Brainder Sran,None,-29,-0.10400000000000001,0.002,,382893.0
MEK Hussey,Chennai Super Kings,-29,-0.105,0.023,250000.0,381790.0
AJ Finch,Mumbai Indians,-30,-0.10800000000000001,0.008,533333.0,378480.0
JD Unadkat,Delhi Daredevils,-30,-0.10800000000000001,0.002,183333.0,378480.0
UBT Chand,Mumbai Indians,-31,-0.111,0.022000000000000002,108000.0,375170.0
RG More,Chennai Super Kings,-32,-0.11699999999999999,0.005,16000.0,368551.0
STR Binny,Rajasthan Royals,-34,-0.124,0.052000000000000005,,360829.0
AP Tare,Mumbai Indians,-39,-0.141,0.003,266000.0,342074.0
RR Rossouw,Royal Challengers Bangalore,-39,-0.141,0.001,,342074.0
Iqbal Abdulla,Royal Challengers Bangalore,-42,-0.152,0.036000000000000004,108000.0,329939.0
WP Saha,Kings XI Punjab,-42,-0.153,0.061,366000.0,328836.0
J Suchith,Mumbai Indians,-43,-0.154,0.079,16667.0,327732.0
SP Narine,Kolkata Knight Riders,-44,-0.158,0.044000000000000004,700000.0,323320.0
Ankit Sharma,Rajasthan Royals,-48,-0.172,0.024,,307875.0
J Botha,Kolkata Knight Riders,-48,-0.17300000000000001,0.015,950000.0,306771.0
MA Agarwal,Delhi Daredevils,-53,-0.19,0.044000000000000004,266000.0,288017.0
GS Sandhu,Delhi Daredevils,-55,-0.19899999999999998,0.008,283333.0,278088.0
AB Dinda,Royal Challengers Bangalore,-59,-0.212,0.002,250000.0,263746.0
Azhar Mahmood,Kolkata Knight Riders,-60,-0.214,0.003,200000.0,261540.0
SV Samson,Rajasthan Royals,-62,-0.222,0.037000000000000005,,252714.0
RA Jadeja,Chennai Super Kings,-63,-0.22699999999999998,0.099,916667.0,247198.0
DJG Sammy,Royal Challengers Bangalore,-65,-0.23399999999999999,0.003,466667.0,239475.0
S Nadeem,Delhi Daredevils,-66,-0.23600000000000002,0.005,141000.0,237269.0
SA Abbott,Royal Challengers Bangalore,-67,-0.239,0.004,166667.0,233959.0
GH Vihari,Sunrisers Hyderabad,-67,-0.242,0.005,16667.0,230650.0
TG Southee,Rajasthan Royals,-67,-0.243,0.054000000000000006,200000.0,229547.0
NLTC Perera,Kings XI Punjab,-69,-0.247,0.006999999999999999,266000.0,225134.0
AD Mathews,Delhi Daredevils,-70,-0.253,0.08199999999999999,1250000.0,218514.0
R Bhatia,Rajasthan Royals,-73,-0.261,0.002,283000.0,209689.0
PV Tambe,Rajasthan Royals,-77,-0.27699999999999997,0.042,16000.0,192037.0
A Mishra,Delhi Daredevils,-79,-0.285,0.053,583333.0,183212.0
Gurkeerat Singh,Kings XI Punjab,-82,-0.295,0.026000000000000002,216000.0,172180.0
SA Yadav,Kolkata Knight Riders,-82,-0.29600000000000004,0.032,116000.0,171076.0
KK Nair,Rajasthan Royals,-85,-0.305,0.032,125000.0,161147.0
PJ Cummins,Kolkata Knight Riders,-87,-0.313,0.01,,152322.0
V Sehwag,Kings XI Punjab,-87,-0.313,0.021,533000.0,152322.0
P Suyal,Mumbai Indians,-88,-0.316,0.005,16000.0,149012.0
R Dhawan,Kings XI Punjab,-94,-0.337,0.019,500000.0,125845.0
DW Steyn,Sunrisers Hyderabad,-95,-0.341,0.021,1200000.0,121432.0
JJ Bumrah,Mumbai Indians,-96,-0.34600000000000003,0.018000000000000002,200000.0,115916.0
KD Karthik,Royal Challengers Bangalore,-98,-0.353,0.028999999999999998,1750000.0,108193.0
UT Yadav,Kolkata Knight Riders,-100,-0.359,0.063,433000.0,101574.0
NV Ojha,Sunrisers Hyderabad,-102,-0.368,0.024,83000.0,91645.0
M Vohra,Kings XI Punjab,-104,-0.374,0.019,58333.0,85026.0
VR Aaron,Royal Challengers Bangalore,-106,-0.381,0.026000000000000002,333000.0,77303.0
AN Ahmed,Royal Challengers Bangalore,-110,-0.396,0.011000000000000001,50000.0,60755.0
Anureet Singh,Kings XI Punjab,-112,-0.40299999999999997,0.08900000000000001,33000.0,53033.0
KV Sharma,Sunrisers Hyderabad,-122,-0.43799999999999994,0.078,625000.0,14420.0
MM Sharma,Chennai Super Kings,-126,-0.45299999999999996,0.085,333000.0,-2128.0
I Sharma,Sunrisers Hyderabad,-127,-0.45799999999999996,0.012,433000.0,-7644.0
P Negi,Chennai Super Kings,-133,-0.478,0.068,16000.0,-29708.0
Yuvraj Singh,Delhi Daredevils,-141,-0.507,0.065,2666667.0,-61701.0
Karanveer Singh,Kings XI Punjab,-143,-0.514,0.012,16000.0,-69424.0
MG Johnson,Kings XI Punjab,-157,-0.565,0.068,1083000.0,-125687.0
P Kumar,Sunrisers Hyderabad,-165,-0.594,0.057999999999999996,366667.0,-157681.0
HH Pandya,Mumbai Indians,-165,-0.595,0.031,16667.0,-158784.0
DJ Hooda,Rajasthan Royals,-184,-0.66,0.037000000000000005,66000.0,-230492.0
GJ Maxwell,Kings XI Punjab,-187,-0.6729999999999999,0.047,1000000.0,-244834.0
R Vinay Kumar,Mumbai Indians,-203,-0.732,0.044000000000000004,466000.0,-309924.0
JP Faulkner,Rajasthan Royals,-271,-0.975,0.075,850000.0,-578004.0
V Kohli,Royal Challengers Bangalore,615,2.041,0.365,2500000.0,2594886.0
DA Warner,Sunrisers Hyderabad,414,1.375,0.237,916000.0,1890050.0
AB de Villiers,Royal Challengers Bangalore,307,1.0190000000000001,0.18899999999999997,1583333.0,1513292.0
YS Chahal,Royal Challengers Bangalore,251,0.833,0.155,16000.0,1316446.0
G Gambhir,Kolkata Knight Riders,241,0.799,0.147,1666667.0,1280463.0
RG Sharma,Mumbai Indians,224,0.743,0.162,1916667.0,1221198.0
CH Morris,Delhi Daredevils,219,0.727,0.16899999999999998,1050000.0,1204265.0
YK Pathan,Kolkata Knight Riders,214,0.711,0.122,541000.0,1187332.0
